prob,gene
203927_at,NFKBIE
213186_at,DZIP3
221740_x_at,LRRC37A2
209406_at,BAG2
238299_at,---
230123_at,NECAP2
242312_x_at,---
241908_at,BROX
219343_at,CDC37L1
235294_at,SIKE1
220735_s_at,SENP7
232320_at,LOC100509205
239654_at,CHD9
231108_at,FUS
230091_at,---
226656_at,CRTAP
1569857_s_at,TPP2
213212_x_at,GOLGA6L10_///_GOLGA6L3_///_GOLGA6L4_///_GOLGA6L5_///_GOLGA6L9
235659_at,---
229588_at,DNAJC10
242242_at,USP6
235325_at,SPG7
219199_at,AFF4
1552330_at,CENPBD1
229845_at,MAPKAP1
1558211_s_at,SRC
217142_at,OTTHUMG00000014809_///_RP1-142O9.1
227313_at,CNPY4
202448_s_at,ZER1
207767_s_at,EGR4
242580_at,---
218242_s_at,SUV420H1
228879_at,SNORA76_///_SNORD104
1559382_at,SMIM7
1569640_s_at,EEPD1
207722_s_at,BTBD2
224605_at,C4orf3
241937_s_at,WDR4
215909_x_at,MINK1
225546_at,EEF2K
230556_at,IMMP1L
220048_at,EDAR
205996_s_at,AK2
205867_at,PTPN11
224649_x_at,CCNY
209439_s_at,PHKA2
37549_g_at,BBS9
225818_s_at,TBRG1
242440_at,---
210719_s_at,HMG20B
236552_at,---
229521_at,CCDC71L
202082_s_at,SEC14L1
201195_s_at,SLC7A5
1554229_at,CREBRF
235361_at,STAMBP
1554628_at,ZNF57
235282_at,LOC100506295
1554217_a_at,CCDC132
229835_s_at,SLMO2
209533_s_at,PLAA
239469_at,---
206959_s_at,UPF3A
206770_s_at,SLC35A3
1554894_a_at,PCBD2
220135_s_at,SLC7A9
205762_s_at,DUS4L
224320_s_at,MCM8
215504_x_at,ANKRD10-IT1
204795_at,PRR3
1552610_a_at,JAK1
202503_s_at,KIAA0101
231269_at,ASCC3
225488_at,DERL1
235747_at,LINC00849
244028_at,USP15
227009_at,OTTHUMG00000165662_///_RP11-890B15.3
200699_at,KDELR2
205260_s_at,ACYP1
242561_at,IPO9
213550_s_at,IK_///_TMCO6
209005_at,FBXL5
222273_at,PAPOLG
229851_s_at,C11orf54
214706_at,ZNF200
238065_at,TPM3
236834_at,SCFD2
226209_at,NDUFV3
226793_at,LINC00294
201889_at,FAM3C
226261_at,ZNRF2
1559582_at,RHOQ
233974_s_at,FAM129B
217894_at,KCTD3
217363_x_at,RPL22P22_///_RPL22P22
230599_at,---
1555905_a_at,TCAIM
229887_at,ALS2CL
230001_at,9-Mar
221135_s_at,ASTE1
228823_at,POLR2J2
239084_at,SNAP29
31846_at,RHOD
202032_s_at,MAN2A2
235028_at,---
224835_at,GPCPD1
209241_x_at,MINK1
224197_s_at,C1QTNF1
218724_s_at,TGIF2
241617_x_at,---
1564067_x_at,TMEM151B
214722_at,NOTCH2NL
209494_s_at,PATZ1
55081_at,MICALL1
241375_at,USP38
206412_at,FER
243570_at,SPCS2
212356_at,KHNYN
215252_at,---
218902_at,NOTCH1
1555886_at,PDSS2
221824_s_at,8-Mar
213448_at,---
222840_at,ATG2B
213049_at,RALGAPA1
242838_at,MAP6D1
218650_at,DGCR8_///_MIR1306
213159_at,PCNX
232071_at,MRPL19
241786_at,---
228700_at,CXorf38
205090_s_at,NAGPA
208740_at,SAP18
225089_at,USP40
227268_at,RNFT1
204649_at,TROAP
222396_at,HN1
229362_at,PUS10
203516_at,SNTA1
211284_s_at,GRN
33494_at,ETFDH
211038_s_at,CROCCP2
200670_at,XBP1
231319_x_at,KIF9
224565_at,MIR612_///_NEAT1
223153_x_at,TMUB1
1559754_at,LTB
225904_at,CCSAP
209714_s_at,CDKN3
231171_at,---
212979_s_at,FAM115A_///_LOC100294033
227144_at,KIAA0930
202344_at,HSF1
1554774_at,MINA
1557786_s_at,CHIC1
212374_at,FEM1B
227967_at,TUBGCP5
226041_at,NAPEPLD
215567_at,FCF1
201487_at,CTSC
214876_s_at,TUBGCP5
205208_at,ALDH1L1
214257_s_at,SEC22B
223849_s_at,MOV10
217612_at,TIMM50
203805_s_at,FANCA
214211_at,FTH1
226675_s_at,MALAT1
223361_at,ABRACL
240241_at,---
225785_at,REEP3
226995_at,LOC642852
213144_at,GOSR2
218384_at,CARHSP1
224200_s_at,RAD18
214095_at,SHMT2
238590_x_at,TMEM107
209285_s_at,FAM208A
1556950_s_at,SERPINB6
222480_at,UBE2Q1
209202_s_at,EXTL3
223797_at,PRO2852
232366_at,KIAA0232
219920_s_at,AMIGO3_///_GMPPB
214132_at,ATP5C1
203145_at,SPAG5
218197_s_at,OXR1
241687_at,---
226114_at,ZNF436
1558785_a_at,RGS5
227352_at,SWSAP1
230611_at,SYPL2
213934_s_at,ZNF23
219290_x_at,DAPP1
231840_x_at,LYRM7
213685_at,LOC100506963
203228_at,PAFAH1B3
242482_at,PRKAR1A
237274_at,LOC100505547
220865_s_at,PDSS1
201638_s_at,CPSF1_///_MIR1234_///_MIR939
242224_at,GPATCH2
228517_at,MEAF6
236974_at,---
225467_s_at,RDH13
227366_at,RILP
218688_at,DAK
243465_at,---
202181_at,KIAA0247
1554860_at,PTPN7
227021_at,KDM1B
213322_at,OARD1
204800_s_at,DHRS12
1555846_a_at,---
236907_at,---
209006_s_at,C1orf63
229577_at,AGPAT6
202364_at,MXI1
221208_s_at,MSANTD2
204398_s_at,EML2
1559006_at,---
206833_s_at,ACYP2
208079_s_at,AURKA
1729_at,TRADD
212895_s_at,ABR
1555853_at,LOC100507463
208634_s_at,MACF1
202198_s_at,MTMR3
228809_at,CXorf40A_///_CXorf40B
216499_at,---
224162_s_at,FBXO31
225930_at,NKIRAS1
232535_at,---
227907_at,OTTHUMG00000176650_///_RP11-355D13.5
220242_x_at,ZNF701
228954_at,LYSMD4
203936_s_at,MMP9
231576_at,---
235992_s_at,CYB5RL
221194_s_at,RNFT1_///_TBC1D3P1-DHX40P1
231878_at,PAGR1
218390_s_at,FAM204A
1555279_at,ARMC8
227040_at,NHLRC3
226105_at,C1GALT1
231305_at,---
209196_at,WDR46
215458_s_at,SMURF1
213460_x_at,NSUN5P1_///_NSUN5P2
210334_x_at,BIRC5
223482_at,TMEM120A
227918_s_at,ZYG11B
1555973_at,---
226013_at,TRAK1
1560141_at,LOC100133039
205086_s_at,NCAPH2
219094_at,ARMC8
204144_s_at,PIGQ
210269_s_at,AKAP17A
239728_at,---
1554768_a_at,MAD2L1
1556931_at,CDC42-IT1_///_CDC42-IT1
242305_at,LOC645513
223319_at,GPHN
213793_s_at,HOMER1
228989_at,C18orf56
209053_s_at,WHSC1
236239_at,XPNPEP1
225777_at,SAPCD2
210153_s_at,ME2
218817_at,SPCS3
222504_s_at,EMC8
216942_s_at,CD58
232168_x_at,MACF1
220682_s_at,---
208776_at,PSMD11
203866_at,NLE1
228734_at,UBE2V2
225742_at,MDM4
203809_s_at,AKT2
238114_at,PCMTD1
223174_at,BTBD10
222656_at,UBE2W
203330_s_at,STX5
202968_s_at,DYRK2
221992_at,LOC101060253
218773_s_at,MSRB2
1552930_at,MMEL1
202871_at,TRAF4
202429_s_at,PPP3CA
222280_at,LOC100506469
219925_at,ZMYM6
211874_s_at,KAT6B
223400_s_at,PBRM1
222286_at,SNAPC3
221480_at,HNRNPD
229101_at,IL17RA
214264_s_at,EFCAB11
228328_at,KLHL28
1569519_at,LOC101059961_///_LOC101060202_///_LOC101060226_///_LOC101060362_///_LOC101060684_///_NBPF1_///_NBPF10_///_NBPF11_///_NBPF12_///_NBPF24_///_NBPF7_///_NBPF8_///_NBPF9
242065_x_at,IDI1
237600_at,---
211744_s_at,CD58
202070_s_at,IDH3A
236356_at,NDUFS1
207643_s_at,TNFRSF1A
227569_at,LNX2
226934_at,CPSF6
227897_at,---
1564224_x_at,C1RL-AS1
235103_at,MAN2A1
236077_at,GANC
223188_at,SMG9
228420_at,PDCD2
207153_s_at,GLMN
1553274_a_at,SNRNP48
238921_at,LOC644794
214474_at,LOC101060511_///_PRKAB2
215919_s_at,MRPS11
219234_x_at,SCRN3
222801_s_at,STAG3L4
230933_at,DSTN
229984_at,DTWD1
226421_at,AMMECR1
229398_at,RAB18
219881_s_at,---
204087_s_at,SLC5A6
205435_s_at,AAK1
212829_at,PIP4K2A
233001_at,SAMD10
221964_at,TULP3
240499_at,---
225885_at,EEA1
225465_at,MAGI1
217731_s_at,ITM2B
237968_at,ATL2
227105_at,CSPP1
203280_at,SAFB2
204826_at,CCNF
205084_at,BCAP29
228655_at,---
225768_at,NR1D2
240145_at,---
217914_at,TPCN1
1553346_a_at,TNRC6A
201419_at,BAP1
222843_at,FIGNL1
1560296_at,---
222039_at,KIF18B
235890_at,TBL1XR1
1565772_at,PAK1
240172_at,ERGIC2
234344_at,LOC100288675
210705_s_at,TRIM5
242701_at,TBRG1
1554039_at,C14orf159
227328_at,CAMTA1
1554050_at,SMPDL3B
226204_at,C22orf29
220600_at,ELP6
225446_at,BRWD1
203427_at,ASF1A
215203_at,GOLGA4
240111_at,RHOBTB3
238504_at,C6orf57
218218_at,APPL2
228993_s_at,BBIP1
234990_at,CBX5
238089_at,MAN2C1
228870_at,FAM84B
235043_at,FAM122A
1554155_at,MCPH1
201822_at,TIMM17A
219924_s_at,ZMYM6
1565765_x_at,MEDAG
202924_s_at,PLAGL2
221867_at,N4BP1
236492_at,PPP2R2A
211681_s_at,PDLIM5
240383_at,UBE2D3
204804_at,TRIM21
237919_at,RFFL
230934_at,STK32C
1553122_s_at,RBAK_///_RBAK-RBAKDN_///_RBAKDN
242851_at,KIAA1919
205521_at,EXOG
218581_at,ABHD4
239670_at,WNK2
1554414_a_at,OSGIN2
209061_at,NCOA3
225143_at,SFXN4
211250_s_at,SH3BP2
202922_at,GCLC
230062_at,RIMBP3_///_RIMBP3B_///_RIMBP3C
201246_s_at,OTUB1
224484_s_at,BRMS1L
221269_s_at,SH3BGRL3
211696_x_at,HBB
37170_at,BMP2K
209490_s_at,EGFL8_///_PPT2
210864_x_at,HFE
238547_at,HEXIM2
228397_at,TUG1
207196_s_at,TNIP1
235450_at,---
216041_x_at,GRN
218009_s_at,PRC1
209849_s_at,RAD51C
205210_at,TGFBRAP1
238043_at,ARID1B
206744_s_at,ZMYM5
236540_at,---
242713_at,---
217539_at,C18orf25
218248_at,FAM111A
201961_s_at,RNF41
235060_at,LOC100190986_///_LOC101060564
217367_s_at,ZHX3
201208_s_at,TNFAIP1
209340_at,UAP1
234977_at,ZADH2
212877_at,KLC1
242356_at,VTI1A
226040_at,LOC100996615
1553252_a_at,BRWD3
219254_at,OGFOD3
1557350_at,G3BP1
1557360_at,LRPPRC
223729_at,CECR2
1568678_s_at,FGFR1OP
239729_at,---
242776_at,ZCCHC6
1559227_s_at,VHL
230339_at,---
1557170_at,NEK8
227505_at,---
231023_at,CARS2
237287_at,HMGA1P4_///_HMGA1P4
202319_at,SENP6
212345_s_at,CREB3L2
228686_at,FLJ33630
241798_at,---
231912_s_at,TECPR1
220770_s_at,C5orf54
218923_at,CTBS
229696_at,FECH
227164_at,SRSF1
233506_at,OTTHUMG00000176282_///_RP11-469M7.1
235009_at,BOD1L1
220072_at,CSPP1
203762_s_at,DYNC2LI1
229184_at,CCNT2
242068_at,---
221164_x_at,CHST5
226895_at,NFIC
212462_at,KAT6B
204767_s_at,FEN1
221732_at,CANT1
216497_at,---
219311_at,CEP76
222781_s_at,C9orf40
1557120_at,EEF1A1
201924_at,AFF1
225411_at,TMEM87B
212731_at,ANKRD46
244881_at,LMLN
213092_x_at,DNAJC9
1562836_at,DDX6
206360_s_at,SOCS3
242853_at,---
222759_at,SUV420H1
202639_s_at,RANBP3
209068_at,HNRNPDL
221834_at,LOC100507577_///_LONP2
219190_s_at,AGO4
235413_at,GGCX
223411_at,MIF4GD
1555348_at,TFAP2E
1555058_a_at,LPGAT1
231892_at,ARHGEF39
221615_at,BMP8B
232052_at,SETD5-AS1
205235_s_at,KIF20B
221050_s_at,GTPBP2
229886_at,C5orf34
227132_at,ZNF706
208623_s_at,EZR
225656_at,EFHC1
223826_s_at,KIAA1432
238963_at,RBM18
212291_at,HIPK1
229606_at,---
37079_at,NUS1P3
228674_s_at,EML4
228466_at,GABPB2
244575_at,POLA2
223091_x_at,MFF
227260_at,---
225970_at,DDHD1
239841_at,---
212901_s_at,CSTF2T
223984_s_at,NUPL1
228291_s_at,PLK1S1
205196_s_at,AP1S1
219742_at,PRR7
208194_s_at,STAM2
1560986_a_at,---
235177_at,METTL21A
226836_at,SFT2D1
205436_s_at,H2AFX
226483_at,TMEM68
212484_at,FAM89B
225851_at,CHURC1-FNTB_///_FNTB
205394_at,CHEK1
203154_s_at,PAK4
1570450_at,---
216228_s_at,WDHD1
233435_at,---
244234_at,---
218568_at,AGK
230265_at,---
1558969_a_at,RPL32P3
218509_at,LPPR2
214731_at,---
241781_at,C9orf41
216202_s_at,SPTLC2
201549_x_at,KDM5B
202308_at,SREBF1
239843_at,RIT1
230229_at,DLG1
223355_at,ALG1
217232_x_at,HBB
219577_s_at,ABCA7
225200_at,DPH3
202019_s_at,LANCL1
39835_at,SBF1
223228_at,LDOC1L
231043_at,PCDP1
208988_at,KDM2A
216262_s_at,TGIF2
225583_at,UXS1
204026_s_at,ZWINT
1552516_a_at,HIPK1
2028_s_at,E2F1
1569053_at,AP3M2
205911_at,PTH1R
210671_x_at,MAPK8
226500_at,ZBTB47
231024_at,PGM5-AS1
228076_s_at,NOL6
212209_at,MED13L
205770_at,GSR
233999_s_at,TTC26
237062_at,---
223894_s_at,AKTIP
231765_at,ZFYVE20
1553587_a_at,POLE4
33307_at,RRP7A
226121_at,DHRS13
1558695_at,---
227100_at,B3GALTL
212990_at,SYNJ1
1559591_s_at,CHDH
236018_at,---
209798_at,NPAT
229792_at,KLHL17
213087_s_at,EEF1D
203620_s_at,FCHSD2
227790_at,UBE3D
227112_at,TMCC1
244580_at,---
233850_s_at,EBF4
1552677_a_at,DIP2A
209625_at,PIGH
227408_s_at,SNX25
209414_at,FZR1
207198_s_at,LIMS1
1557394_at,DLGAP4
238783_at,TMEM161B
215218_s_at,WDR62
221963_x_at,ZNF587B
203560_at,GGH
226441_at,MAP3K2
217377_x_at,NTRK3
232613_at,PBRM1
228252_at,PIF1
222673_x_at,FAM122B
201760_s_at,WSB2
230879_at,BAG2
243259_at,ATXN7
234989_at,MIR612_///_NEAT1
232469_x_at,C1orf191
224799_at,NDFIP2
232816_s_at,DDX11
206235_at,LIG4
212225_at,EIF1
229272_at,FNBP4
238037_at,LMLN
232665_x_at,---
242121_at,---
223299_at,SEC11C
204495_s_at,C15orf39
1558027_s_at,LOC101060511_///_PRKAB2
220962_s_at,PADI1
229129_at,HNRNPD
225764_at,ETV6
208417_at,FGF6
212536_at,ATP11B
220473_s_at,ZCCHC4
210740_s_at,ITPK1
242317_at,HIGD1A
230427_s_at,BAG5
202245_at,LSS
201555_at,MCM3
215645_at,FLCN
213549_at,PDZD8
213264_at,PCBP2
227116_at,MON1B
230219_at,NDE1
212289_at,ANKRD12
239314_at,NHLRC3
210210_at,MPZL1
233271_at,---
220147_s_at,FAM60A
205281_s_at,PIGA
229871_at,SAMD4B
242125_at,---
220183_s_at,NUDT6
224303_x_at,NIN
211444_at,OTTHUMG00000179480_///_RP11-649A18.7
229412_at,TAF8
209339_at,SIAH2
243166_at,SLC30A5
218611_at,IER5
229582_at,INO80C
219822_at,MTRF1
202705_at,CCNB2
228478_at,---
1557539_at,---
226738_at,WDR81
222360_at,DPH5
225155_at,SNHG5_///_SNORD50A_///_SNORD50B
243093_at,C2orf49
229192_s_at,TBCD
224164_at,TPM3
215479_at,---
213246_at,TMEM251
242247_at,METTL15
231116_at,---
204873_at,PEX1
227575_s_at,NRDE2
219967_at,MRM1
235685_at,---
204521_at,FAM216A
239004_at,SQSTM1
213365_at,ERI2
201089_at,ATP6V1B2
222753_s_at,SPCS3
235474_at,---
207343_at,LYZL6
235585_at,---
210144_at,TBC1D22A
204775_at,CHAF1B
206829_x_at,ZNF430
229334_at,RUFY3
220775_s_at,UEVLD
225361_x_at,FAM122B
242113_at,---
235678_at,GM2A
220973_s_at,SHARPIN
243829_at,BRAF
230098_at,PHF20L1
229145_at,ANAPC16
204768_s_at,FEN1
210559_s_at,CDK1
214778_at,MEGF8
216150_at,---
1553111_a_at,KBTBD6
242362_at,---
66053_at,HNRNPUL2_///_HNRNPUL2-BSCL2
203763_at,DYNC2LI1
206096_at,ZNF35
232580_x_at,---
226088_at,ZDHHC12
209379_s_at,CCSER2
54051_at,PKNOX1
208347_at,HMGN2P9_///_HMGN2P9
235053_at,OTTHUMG00000177839_///_RP11-257O5.2
74694_s_at,RABEP2
229736_at,TMEM86B
241366_at,RBAK_///_RBAK-RBAKDN_///_RBAKDN
221985_at,KLHL24
225398_at,RPUSD4
235344_at,PPM1A
239085_at,JDP2
1555974_a_at,---
226123_at,CHD7
204033_at,TRIP13
234005_x_at,STK36
219972_s_at,PCNXL4
223389_s_at,ZNF581
227501_at,---
232141_at,U2AF1
212619_at,TMEM194A
209378_s_at,CCSER2
236251_at,---
232490_s_at,PRUNE
1554132_a_at,CCSER2
224509_s_at,RTN4IP1
226239_at,TMEM150A
221643_s_at,RERE
204360_s_at,NAGLU
218992_at,PLGRKT
221685_s_at,SPDL1
218137_s_at,SMAP1
212076_at,KMT2A
226375_at,LMTK2
235558_at,RBMS2
33736_at,STOML1
231772_x_at,CENPH
210154_at,ME2
201661_s_at,ACSL3
209450_at,OSGEP
1554102_a_at,TMTC4
1568590_at,ARL3
223311_s_at,MTA3
214124_x_at,FGFR1OP
55616_at,PGAP3
242887_at,KCMF1
207593_at,ABCG4
219490_s_at,DCLRE1B
1559388_a_at,LYNX1
223410_s_at,OTTHUMG00000177963_///_RP13-638C3.4
212944_at,SLC5A3
200958_s_at,SDCBP
210416_s_at,CHEK2
226362_at,OTTHUMG00000176823_///_RP11-846E15.2
1557207_s_at,LOC283177
226775_at,ENY2
204089_x_at,MAP3K4
218349_s_at,ZWILCH
243051_at,CNIH4
219420_s_at,SELRC1
228852_at,ENSA
216071_x_at,MED12
216806_at,OTTHUMG00000014895_///_RP3-334F4.1
219494_at,RAD54B
225829_at,PDZD8
212174_at,AK2
1554408_a_at,TK1
229906_at,ARMC7
202377_at,LEPROT
227632_at,TBC1D24
223085_at,RNF19A
202978_s_at,CREBZF
230721_at,C16orf52_///_LOC101060634
225863_s_at,C19orf12
221005_s_at,PTDSS2
202814_s_at,HEXIM1
242373_at,---
221753_at,SSH1
227167_s_at,RASSF3
205170_at,STAT2
202426_s_at,RXRA
204276_at,TK2
235694_at,TCFL5
216902_s_at,RRN3_///_RRN3P1_///_RRN3P2
226475_at,FAM118A
225157_at,MLXIP
230387_at,---
226520_at,LCOR
240054_at,---
226488_at,RCCD1
222193_at,C2orf43
230122_at,MLLT10
213427_at,RPP40
210813_s_at,XRCC4
214828_s_at,RRP7A_///_RRP7B
223692_at,NMNAT1
220007_at,METTL8
1557986_s_at,SMCR8
209050_s_at,RALGDS
205132_at,ACTC1
204608_at,ASL
228318_s_at,CRIPAK
211926_s_at,MYH9
238826_x_at,---
239788_at,---
208051_s_at,PAIP1
209314_s_at,HBS1L
238506_at,LRRC58
214888_at,CAPN2
236514_at,ACOT8
244732_at,---
236571_at,---
211475_s_at,BAG1
225059_at,AGTRAP
203375_s_at,TPP2
1557987_at,---
238075_at,CHEK1
226148_at,ZBTB44
226289_at,CAPRIN1
218055_s_at,WDR41
226838_at,TTC32
215040_at,RNASEH2B
226583_at,C12orf76
204433_s_at,SPATA2
204919_at,PRH1-PRR4_///_PRR4
1569251_a_at,ZNF333
225609_at,GSR
1554260_a_at,FRYL
217149_x_at,TNK1
223983_s_at,C19orf12
234106_s_at,FLYWCH1
218479_s_at,XPO4
31637_s_at,NR1D1_///_THRA
230537_at,---
228209_at,LOC100527964
202516_s_at,DLG1
234992_x_at,ECT2
201660_at,ACSL3
213748_at,TRIM66
243463_s_at,RIT1
233596_at,---
243626_at,---
214075_at,NENF
225861_at,FAM195A
228829_at,ATF7
226144_at,MIR1909_///_REXO1
213328_at,NEK1
236007_at,AKAP10
212549_at,STAT5B
207081_s_at,PI4KA
238955_at,RFTN2
218743_at,CHMP6
240983_s_at,CARS
203245_s_at,LINC00094
215385_at,---
227746_at,ELAVL1
208926_at,NEU1
225217_s_at,BRPF3
227066_at,MOB3C
202393_s_at,KLF10
243007_at,TTC5
206316_s_at,KNTC1
229351_at,USP49
239068_at,GNL1
209628_at,NXT2
226631_at,METTL10
204000_at,GNB5
214710_s_at,CCNB1
228604_at,FAM76A
227805_at,METAP1D
203214_x_at,CDK1
204643_s_at,ENOX2
213650_at,GOLGA8A_///_GOLGA8B
225348_at,LOC100996657_///_SRSF10
203625_x_at,SKP2
205429_s_at,MPP6
223532_at,ANKRD39
219445_at,GLTSCR1
222447_at,METTL9
203938_s_at,TAF1C
1552790_a_at,SEC62
219717_at,DCAF16
239137_x_at,C6orf223
200988_s_at,PSME3
218531_at,TMEM134
222276_at,METTL2B
230532_at,CXorf38
214962_s_at,NUP160
237262_at,GAREM
202147_s_at,IFRD1
239026_x_at,AGAP3
226309_at,DNAL1
203046_s_at,TIMELESS
204242_s_at,ACOX3
220223_at,ATAD5
244086_at,---
243013_at,---
203506_s_at,MED12
206495_s_at,HINFP
236989_at,---
233480_at,TMEM43
229841_at,---
226199_at,UPRT
220968_s_at,TSPAN9
1560071_a_at,---
241968_at,C4orf29
218833_at,ZAK
210124_x_at,SEMA4F
226928_x_at,SLC25A37
81811_at,---
211569_s_at,HADH
212286_at,ANKRD12
201140_s_at,RAB5C
1554080_at,RQCD1
228157_at,ZNF207
223727_at,KCNIP2
236059_at,LOC100130428
227541_at,WDR20
230651_at,---
213785_at,IPO9
1568981_at,---
226169_at,SBF2
222509_s_at,ZNF672
228812_at,---
209876_at,GIT2
219801_at,ZNF34
216305_s_at,GCFC2
225509_at,SAP30L
225887_at,PROSER1
235493_at,---
233219_at,---
226787_at,ZNF18
218102_at,DERA
218653_at,SLC25A15
38158_at,ESPL1
1560275_at,TMEM44
213570_at,EIF4E2
209145_s_at,CBFA2T2
225048_at,PHF10
222024_s_at,AKAP13
227890_at,TMEM198
221759_at,G6PC3
228797_at,NLN
242923_at,ZNF678
244834_at,RSG1
227708_at,EEF1A1
202468_s_at,CTNNAL1
1555325_s_at,LOC100287515_///_ZNF26
1554449_at,MIER3
212321_at,SGPL1
1554029_a_at,TTC37
223063_at,C1orf198
232048_at,FAM76B
203374_s_at,TPP2
217344_at,FDPSP5_///_FDPSP5
223119_s_at,USP47
242176_at,MEF2A
1558237_x_at,---
242487_at,CC2D1B
224813_at,WASL
231949_at,LOC101060680
224577_at,ERGIC1
214853_s_at,SHC1
226539_s_at,CCDC42B
228173_at,GNAS
208360_s_at,ERVH-4
227508_at,---
235295_at,---
201795_at,LBR
223765_s_at,KBTBD4
217653_x_at,---
241262_at,---
242751_at,---
202714_s_at,KIAA0391
216715_at,EEF1DP5_///_EEF1DP5
213878_at,PYROXD1
202460_s_at,LPIN2
229885_at,RSF1
1553974_at,C22orf39
206783_at,FGF4
222644_s_at,COLGALT1
231277_x_at,DTWD2
242357_x_at,---
204133_at,RRP9
227351_at,C16orf52_///_LOC101060634
211202_s_at,KDM5B
209321_s_at,ADCY3
225713_at,STK11IP
209753_s_at,TMPO
224991_at,CMIP
210336_x_at,MZF1
226196_s_at,IFT43
201087_at,PXN
235729_at,ZNF514
220353_at,FAM86C1
228180_at,---
219122_s_at,THG1L
203358_s_at,EZH2
228777_at,KBTBD3
221258_s_at,KIF18A
221951_at,TMEM80
227143_s_at,BID
235556_at,CREBRF
244320_at,NHLRC2
225469_at,LYRM5
1552287_s_at,AFG3L1P
216031_x_at,HN1L
232021_at,GXYLT1
219002_at,FASTKD1
205530_at,ETFDH
219382_at,SERTAD3
203867_s_at,NLE1
218564_at,RFWD3
1556613_s_at,DPY19L4
224316_at,---
202425_x_at,PPP3CA
223342_at,RRM2B
222235_s_at,CSGALNACT2
229869_at,---
239036_at,AGO1
244341_at,---
202013_s_at,EXT2
221949_at,UBE2D4
219123_at,ZNF232
242194_at,---
233381_at,RUFY1
232706_s_at,TRABD
223619_x_at,PECR
1569030_s_at,NUB1
244145_at,---
227580_s_at,TECPR1
35160_at,LDB1
213581_at,PDCD2
236146_at,SYNCRIP
224036_s_at,LMBR1
226037_s_at,TAF9B
226608_at,C16orf87
205961_s_at,PSIP1
204715_at,PANX1
219067_s_at,NSMCE4A
243773_at,PDCD2
214994_at,APOBEC3F
210006_at,ABHD14A
225440_at,AGPAT3
213499_at,CLCN2
214838_at,SFT2D2
222420_s_at,UBE2H
204769_s_at,TAP2
234675_x_at,---
217499_x_at,OR7E37P
212275_s_at,SRCAP
209435_s_at,ARHGEF2
203347_s_at,MTF2
202321_at,GGPS1
234941_s_at,GPHN
201648_at,JAK1
207594_s_at,SYNJ1
1555255_a_at,PPIP5K1
218297_at,FAM188A
231272_at,MED7
235847_at,---
227536_at,ZC3H13
1553099_at,TIGD1
227934_at,KPNA5
244185_at,---
213364_s_at,SNX1
208912_s_at,CNP
223677_at,ATG10
224519_at,LOC100132167
234312_s_at,ACSS2
201354_s_at,BAZ2A
222612_at,PSPC1
208636_at,ACTN1
212996_s_at,URB1
233270_x_at,---
204785_x_at,IFNAR2
208916_at,SLC1A5
213221_s_at,SIK2
209272_at,NAB1
244648_at,---
227165_at,SKA3
212847_at,---
1557064_s_at,HGSNAT
213078_x_at,LPCAT4
209453_at,SLC9A1
214741_at,LOC100506639_///_ZNF131
241910_x_at,LOC400590
239648_at,DCUN1D3
207525_s_at,GIPC1
238528_at,UBR1
213623_at,KIF3A
229000_at,ZNF77
238836_at,---
228917_at,---
76897_s_at,FKBP15
219484_at,HCFC2
242307_at,ZNF789
226521_s_at,FAM175A
225057_at,SLC15A4
210803_at,TXNRD2
212276_at,LPIN1
218318_s_at,NLK
1554037_a_at,ZBTB24
202381_at,ADAM9
225839_at,RBM33
207999_s_at,ADARB1
218494_s_at,SLC2A4RG
228867_at,TATDN3
204088_at,P2RX4
202969_at,DYRK2
209203_s_at,BICD2
205197_s_at,ATP7A
226779_at,LMBRD2
229882_at,RPS15A
232637_at,2-Sep
229492_at,VANGL1
205981_s_at,ING2
217933_s_at,LAP3
206587_at,CCT6B
220458_at,---
210041_s_at,PGM3
228680_at,KIF3A
241944_x_at,---
202943_s_at,NAGA
215530_at,FANCA
207125_at,ZNF225
215156_at,WDR61
223084_s_at,CCNDBP1
223290_at,PDXP_///_SH3BP1
235912_at,---
201875_s_at,MPZL1
221989_at,RPL10_///_SNORA70
238994_at,OTUD7B
233322_at,CD9
227766_at,LIG4
217467_at,BTF3P13_///_BTF3P13
229425_at,---
217221_x_at,RBM10
229119_s_at,ZSWIM7
225898_at,WDR54
1552621_at,POLR2J2_///_POLR2J3_///_UPK3BL
235653_s_at,THAP6
218308_at,TACC3
242140_at,ERVK3-1
203252_at,CDK2AP2
226589_at,TMEM192
231919_at,DBT
216983_s_at,ZNF224
206506_s_at,SUPT3H
240800_x_at,---
219156_at,SYNJ2BP_///_SYNJ2BP-COX16
1553117_a_at,STK38
223199_at,MKNK2
202830_s_at,SLC37A4
218639_s_at,ZXDC
219558_at,ATP13A3
226090_x_at,RABL3
220195_at,MBD5
228191_at,FLVCR1
231393_x_at,ZBTB43
218698_at,APIP
209352_s_at,SIN3B
219096_at,ARMC7
202068_s_at,LDLR
211493_x_at,DTNA
238427_at,GRPEL2
214222_at,DNAH7
204156_at,SIK3
211450_s_at,MSH6
228029_at,ZNF721
221539_at,EIF4EBP1
224846_at,SHKBP1
217943_s_at,MAP7D1
231808_at,OIP5-AS1
240926_at,LRCH3
225137_at,NFATC3
225616_at,SPRYD4
223225_s_at,SEH1L
1555972_s_at,FBXO28
