prob,gene
213282_at,APOOL
203087_s_at,KIF2A
243910_x_at,CAND1
217903_at,STRN4
202676_x_at,FASTK
1554574_a_at,CYB5R3
218393_s_at,SMU1
215493_x_at,BTN2A1
239031_at,SSTR2
237158_s_at,MPHOSPH9
209567_at,RRS1
207922_s_at,MAEA
209043_at,PAPSS1
225069_at,PCYT1A
217043_s_at,MFN1
200687_s_at,SF3B3
202334_s_at,UBE2B
224735_at,CYB561A3
201583_s_at,SEC23B
227539_at,GNA13
215596_s_at,LTN1
222158_s_at,DESI2
201211_s_at,DDX3X
226294_x_at,FAM91A1
219163_at,ZNF562
238863_x_at,COG8
1558450_at,A2M
224696_s_at,DCAF5
210093_s_at,MAGOH
215404_x_at,FGFR1
212422_at,PDCD11
217729_s_at,AES
219231_at,TGS1
212217_at,PREPL
231602_at,OTTHUMG00000020789_///_RP11-483H20.6
224622_at,TBC1D14
212467_at,DNAJC13
225466_at,PATL1
200816_s_at,PAFAH1B1
208319_s_at,RBM3
216883_x_at,PDE6D
207513_s_at,ZNF189
218241_at,GOLGA5
214666_x_at,IREB2
213154_s_at,BICD2
227469_at,PTEN
226398_s_at,FRA10AC1
201233_at,PSMD13
222737_s_at,BRD7
222425_s_at,POLDIP2
227852_at,RP9
226664_at,TBC1D20
220768_s_at,CSNK1G3
1553581_s_at,SREK1IP1
212780_at,SOS1
204349_at,MED7
212751_at,UBE2N
208677_s_at,BSG
201284_s_at,APEH
218595_s_at,HEATR1
201192_s_at,PITPNA
210023_s_at,PCGF1
218654_s_at,MRPS33
225215_s_at,MTRF1L
221681_s_at,DSPP
38398_at,MADD
207338_s_at,ZNF200
202423_at,KAT6A
219206_x_at,TMBIM4
201183_s_at,CHD4
219966_x_at,BANP
241053_at,AC007365.3_///_OTTHUMG00000152702
224670_at,SYS1
212888_at,DICER1
205300_s_at,SNRNP35
211698_at,EID1
200673_at,LAPTM4A
217885_at,IPO9
229862_x_at,ZBTB45
227391_x_at,LRRFIP1
225693_s_at,CAMTA1
225205_at,KIF3B
220688_s_at,MRTO4
233380_s_at,RUFY1
216100_s_at,TOR1AIP1
223113_at,TMEM138
219146_at,TEFM
234984_at,NEDD1
224587_at,SUB1
210968_s_at,RTN4
208861_s_at,ATRX
216380_x_at,GS1-111G14.1_///_OTTHUMG00000156670
220966_x_at,ARPC5L
201717_at,MRPL49
201730_s_at,TPR
229355_at,UBE2D3
204218_at,ANAPC15
222620_s_at,DNAJC1
226620_x_at,DAZAP1
203704_s_at,RREB1
230922_x_at,FUNDC2
1560588_at,AC073321.4_///_OTTHUMG00000155344
203782_s_at,POLRMT
225228_at,DRAM2
217501_at,CIAO1
223396_at,TMEM60
212244_at,GCOM1_///_POLR2M
1553979_at,ZNF121
202135_s_at,ACTR1B
200715_x_at,RPL13A_///_SNORD32A_///_SNORD33_///_SNORD34_///_SNORD35A
224905_at,WDR26
218143_s_at,SCAMP2
203064_s_at,FOXK2
216689_x_at,ARHGAP1
222479_s_at,DYNC1LI1
223647_x_at,HSCB
201892_s_at,IMPDH2
202290_at,PDAP1
219444_at,BCORL1
219357_at,GTPBP1
208653_s_at,CD164
201102_s_at,PFKL
241516_at,---
223114_at,COQ5
201736_s_at,6-Mar
209382_at,LOC101060460_///_POLR3C
31837_at,LMF2
208264_s_at,EIF3J
241727_x_at,DHFRL1
202622_s_at,ATXN2
204449_at,PDCL
226284_at,ZBTB2
217861_s_at,PREB
210672_s_at,NPRL3
204020_at,PURA
207438_s_at,SNUPN
202541_at,AIMP1
213795_s_at,PTPRA
209805_at,PMS2_///_PMS2CL
217942_at,MRPS35
218409_s_at,DNAJC1
202294_at,STAG1
241907_at,---
227200_at,ETV3
201870_at,TOMM34
208669_s_at,EID1
232220_at,S100A7A
216349_at,DGKH
238931_at,METTL16
218064_s_at,AKAP8L
226979_at,MAP3K2
208632_at,RNF10
240114_s_at,TMEM174
207582_at,PIN1P1
213861_s_at,METTL21B
200683_s_at,UBE2L3
201678_s_at,C3orf37
238331_at,SPRN
207187_at,JAK3
219996_at,ASB7
1566885_at,---
201514_s_at,G3BP1
215165_x_at,UMPS
200798_x_at,MCL1
201614_s_at,RUVBL1
233833_at,---
202801_at,PRKACA
216095_x_at,MTMR1
224676_at,TMED4
35436_at,GOLGA2
218388_at,PGLS
223100_s_at,NUDT5
204699_s_at,DIEXF
221692_s_at,MRPL34
200813_s_at,PAFAH1B1
209136_s_at,USP10
223108_s_at,ZCCHC17
218046_s_at,MRPS16
226406_at,C18orf25
208403_x_at,MAX
218969_at,PAM16
1557611_at,TTLL4
208835_s_at,LUC7L3
204299_at,LOC100996657_///_SRSF10
206734_at,JRKL
222393_s_at,NAA50
200922_at,KDELR1
223163_s_at,ZC3HC1
209029_at,COPS7A
202476_s_at,TUBGCP2
1555998_at,ATP5H
228769_at,ZSCAN22
200700_s_at,KDELR2
225470_at,NUP35
221508_at,TAOK3
221559_s_at,MIS12
217408_at,MRPS18B
200942_s_at,HSBP1
225199_at,OTTHUMG00000178149_///_RP11-473I1.10
224756_s_at,ABHD16A_///_LY6G6E
224654_at,DDX21
230326_s_at,C11orf73
228688_at,AC009120.6_///_OTTHUMG00000176993
220352_x_at,FLJ42627
203481_at,FAM178A
215899_at,---
202578_s_at,DDX19A
202228_s_at,NPTN
218762_at,ZNF574
212683_at,SLC25A44
220566_at,PIK3R5
226536_at,NSMCE2
233558_s_at,TRAPPC11
41386_at,KDM6B
225948_at,APOPT1_///_KLC1
219910_at,FICD
239607_at,GPR156
216863_s_at,MORC2
204481_at,BRPF1
207541_s_at,EXOSC10
220647_s_at,COA4
217913_at,VPS4A
212434_at,GRPEL1
225035_x_at,LOC100288778_///_WASH1_///_WASH2P_///_WASH3P_///_WASH7P
224447_s_at,MIEN1
34858_at,KCTD2
242511_at,---
223335_at,TMEM69
200791_s_at,IQGAP1
219530_at,PALB2
202602_s_at,HTATSF1
212702_s_at,BICD2
212795_at,KIAA1033
202823_at,TCEB1
201077_s_at,ANXA2_///_NHP2L1
78383_at,TOPORS-AS1
212487_at,GPATCH8
225219_at,SMAD5
218463_s_at,MUS81
203415_at,PDCD6
201205_at,---
215873_x_at,ABCC10
1565269_s_at,ATF1
202152_x_at,USF2
225964_at,ZXDC
58994_at,CC2D1A
218721_s_at,C1orf27
227767_at,CSNK1G3
214149_s_at,ATP6V0E1
208758_at,ATIC
223363_at,PSMG3
201936_s_at,EIF4G3
224664_at,ANAPC16
201053_s_at,PSMF1
208713_at,HNRNPUL1
201424_s_at,CUL4A
218949_s_at,QRSL1
200861_at,CNOT1
218082_s_at,UBP1
217896_s_at,FAM192A
228089_x_at,TMEM179B
1555833_a_at,IRGQ
228571_at,RBAK_///_RBAK-RBAKDN_///_RBAKDN
222616_s_at,USP16
225208_s_at,FAM103A1
234302_s_at,ALKBH5
47773_at,FBXO42
216036_x_at,WDTC1
224781_s_at,RBM17
226897_s_at,ZC3H7A
223555_at,GON4L
226048_at,MAPK8
203512_at,TRAPPC3
213051_at,ZC3HAV1
227413_at,UBLCP1
218933_at,SPATA5L1
228418_at,EXOC5
201914_s_at,SEC63
202475_at,TMEM147
201021_s_at,DSTN
222825_at,OTUD6B
208666_s_at,ST13
235032_at,DNAJC21
213398_s_at,SDR39U1
222543_at,DERL1
201527_at,ATP6V1F
212454_x_at,HNRNPDL
208315_x_at,TRAF3
39705_at,SIN3B
233391_at,CDH26
226888_at,CSNK1G1
222411_s_at,SSR3
219072_at,BCL7C
217881_s_at,CDC27
238974_at,C2orf69
217814_at,CCDC47
210624_s_at,ILVBL
1552426_a_at,TM2D3
222618_at,SMU1
223701_s_at,USP47
207760_s_at,NCOR2
232066_x_at,CTBP1-AS2
226481_at,VPRBP
233319_x_at,---
227447_at,SKIV2L2
226257_x_at,MRPS22
211931_s_at,HNRNPA3_///_HNRNPA3P1
203055_s_at,ARHGEF1
203576_at,BCAT2
218713_at,NARG2
218478_s_at,ZCCHC8
1554021_a_at,ZNF12
223792_at,ZNF2
228408_s_at,SDAD1
222216_s_at,MRPL17
233568_x_at,CWF19L1
238086_at,LOC100129617
1555436_a_at,AFF4
208648_at,VCP
44563_at,WRAP53
213041_s_at,ATP5D
221265_s_at,VWA9
222103_at,ATF1
203553_s_at,MAP4K5
220305_at,MAVS
203550_s_at,FAM189B
225336_at,SCAF11
226214_at,GDE1
209954_x_at,SS18
212380_at,FTSJD2
202745_at,USP8
207391_s_at,PIP5K1A
234512_x_at,OTTHUMG00000014227_///_RP3-486D24.1
223308_s_at,WDR5
218302_at,PSENEN
222751_at,HERPUD2
203728_at,BAK1
238612_at,AC004257.3_///_OTTHUMG00000184020
201862_s_at,LRRFIP1
202603_at,ADAM10
226457_at,OTTHUMG00000175805_///_RP1-39G22.7
225359_at,DNAJC19
225749_at,C16orf91
222652_s_at,GLYR1
1557651_x_at,GALE
203174_s_at,ARFRP1
202078_at,COPS3
211168_s_at,UPF1
218524_at,E4F1
215980_s_at,IGHMBP2
201423_s_at,CUL4A
200759_x_at,NFE2L1
218038_at,ATP5SL
208114_s_at,ISG20L2
223056_s_at,XPO5
217741_s_at,ZFAND5
225492_at,TMEM33
203356_at,CAPN7
214317_x_at,RPS9
205634_x_at,ZDHHC24
227689_at,ZNF227
223337_at,CWC27
209675_s_at,HNRNPUL1
223135_s_at,BBX
202667_s_at,SLC39A7
1563781_at,LOC401320
209075_s_at,ISCU
203026_at,ZBTB5
219030_at,TPRKB
223081_at,PHF23
208132_x_at,PRRC2A
206555_s_at,THUMPD1
201321_s_at,SMARCC2
226242_at,C1orf131
238639_x_at,LOC101060082
227423_at,LRRC28
224748_at,DCAF7
223109_at,TRUB2
210104_at,MED6
212476_at,ACAP2
218968_s_at,ZFP64
200679_x_at,HMGB1
218582_at,5-Mar
203091_at,FUBP1
202646_s_at,CSDE1
227374_at,EARS2
203617_x_at,ELK1
202395_at,NSF
242092_at,EPB41L2
227937_at,MYPOP
212166_at,XPO7
218859_s_at,ESF1
213944_x_at,GNA11
226015_at,ZNF12
222602_at,UBA6
219175_s_at,SLC41A3
212648_at,DHX29
1560116_a_at,NEDD1
210768_x_at,TMCO1
212245_at,MCFD2
50277_at,GGA1
202809_s_at,INTS3
41113_at,ZNF500
217874_at,SUCLG1
236486_at,---
218605_at,TFB2M
239801_at,RNF40
201491_at,AHSA1
221971_x_at,AGAP10_///_AGAP11_///_AGAP4_///_AGAP5_///_AGAP9_///_BMS1P4_///_BMS1P5_///_LOC101060581_///_LOC399753
208959_s_at,ERP44
226006_at,PET100
226720_at,PWWP2A
206491_s_at,NAPA
210691_s_at,CACYBP
223656_s_at,TMEM234
212069_s_at,PRRC2B
218288_s_at,CCDC90B
224866_at,FAR1
220924_s_at,SLC38A2
210820_x_at,COQ7
203972_s_at,PEX3
202960_s_at,MUT
1559682_at,---
224434_s_at,WDR83
209274_s_at,ISCA1
214092_x_at,SUGP2
34406_at,PACS2
205558_at,TRAF6
201057_s_at,GOLGB1
218745_x_at,TMEM161A
218561_s_at,LYRM4
209095_at,DLD
212711_at,CAMSAP1
217873_at,CAB39
204528_s_at,NAP1L1
218936_s_at,CCDC59
200804_at,TMBIM6
219244_s_at,MRPL46
226524_at,C3orf38
207253_s_at,UBN1
220175_s_at,CBWD1_///_CBWD2_///_CBWD3_///_CBWD5_///_CBWD6_///_CBWD7_///_LOC100653334_///_LOC101060578
1554249_a_at,ZNF638_///_ZNF638-IT1
223076_s_at,NSUN2
213893_x_at,LOC100132832_///_PMS2P5
226477_at,VPRBP
243484_x_at,---
201305_x_at,ANP32B
222765_x_at,ESF1
223546_x_at,LUC7L
218048_at,COMMD3
1554451_s_at,DNAJC14
49878_at,PEX16
201948_at,GNL2
218679_s_at,VPS28
222516_at,AP3M1
201629_s_at,ACP1
223803_s_at,ZCCHC10
202797_at,SACM1L
224844_at,SLAIN2
225565_at,CREB1
233333_x_at,AVIL
226945_at,RHBDD1
31807_at,DDX49
223325_at,TXNDC11
225770_at,RSPRY1
204246_s_at,DCTN3
1553955_at,PPP1R21
218808_at,DALRD3
242885_at,---
216229_x_at,---
217368_at,ATP5G2P1_///_ATP5G2P1
44696_at,TBC1D13
205661_s_at,FLAD1
224309_s_at,SUGT1
1557729_at,GRK5
225554_s_at,ANAPC7
209412_at,TRAPPC10
218661_at,NAA60
202645_s_at,MEN1
224524_s_at,ASB3_///_GPR75-ASB3
205963_s_at,DNAJA3
227994_x_at,PPDPF
220605_s_at,SIRT2
233268_s_at,CHURC1
219071_x_at,FAM203A
201314_at,STK25
202317_s_at,UBE4B
224665_at,ANAPC16
225811_at,C11orf58
236784_s_at,---
218442_at,TTC4
201190_s_at,PITPNA
1570070_at,CCM2L
223042_s_at,FUNDC2
202130_at,RIOK3
226486_at,MTERFD2
223892_s_at,TMBIM4
212548_s_at,FRYL
218781_at,SMC6
225070_at,NUS1
201871_s_at,UBXN1
224318_s_at,KANSL3
226227_x_at,ZFAS1
223005_s_at,TMEM245
222531_s_at,AP5M1
209240_at,OGT
40225_at,GAK
208970_s_at,UROD
208969_at,NDUFA9
218535_s_at,RIOK2
215744_at,FUS
225889_at,AEBP2
215210_s_at,DLST
202577_s_at,DDX19A
1566823_a_at,OTTHUMG00000175916_///_RP3-449H6.2
220964_s_at,RAB1B
1557950_at,NEMF
40465_at,DDX23
218199_s_at,NOL6
225077_at,CHD2_///_LOC100507217
202373_s_at,AURKAPS1_///_RAB3GAP2
224616_at,DYNC1LI2
208877_at,PAK2
204314_s_at,CREB1
235640_at,---
1557388_at,RTTN
219021_at,RNF121
218597_s_at,CISD1
221970_s_at,NOL11
219178_at,QTRTD1
213530_at,RAB3GAP1
209157_at,DNAJA2
210645_s_at,TTC3_///_TTC3P1
1558249_s_at,STX16
201224_s_at,SRRM1
210681_s_at,USP15
231876_at,TRIM56
211065_x_at,PFKL
209300_s_at,NECAP1
201747_s_at,SAFB
230029_x_at,UBR3
202139_at,AKR7A2
201421_s_at,WDR77
217930_s_at,TOLLIP
218098_at,ARFGEF2
1553987_at,MAPKAPK5-AS1
229846_s_at,MAPKAP1
210817_s_at,CALCOCO2
202846_s_at,LOC100505991_///_PIGC
214107_x_at,LOC101060440_///_LOC101060471_///_LOC101060522_///_LOC440434_///_NPEPPS_///_TBC1D3
200843_s_at,EPRS
212081_x_at,PRRC2A
223338_s_at,ATPIF1
1553668_at,LRCH3
221780_s_at,DDX27
214739_at,LRCH3
200658_s_at,PHB
209523_at,TAF2
205284_at,URB2
201013_s_at,PAICS
223297_at,AMMECR1L
204478_s_at,RABIF
37232_at,KIAA0586
209302_at,POLR2H
212159_x_at,AP2A2
207654_x_at,DR1
218664_at,MECR
209363_s_at,MED21
204405_x_at,DIMT1
231002_s_at,---
242994_at,OTTHUMG00000008380_///_RP4-657D16.3
223111_x_at,ARID4B
202836_s_at,TXNL4A
212749_s_at,RCHY1
205836_s_at,YTHDC2
202907_s_at,NBN
236569_at,---
222465_at,RSL24D1
233929_x_at,LOC100288778_///_WASH1_///_WASH2P_///_WASH3P
204027_s_at,METTL1
229558_at,KNOP1
210024_s_at,UBE2E3
208199_s_at,ZBTB14
32402_s_at,SYMPK
218074_at,FAM96B
230528_s_at,MGC2752
218973_at,EFTUD1
218777_at,REEP4
48531_at,TNIP2
225642_at,KTI12_///_TXNDC12
210293_s_at,SEC23B
1558142_at,TNRC6B
239053_at,CIAO1
235041_at,GOSR2
222122_s_at,THOC2
210840_s_at,IQGAP1
201636_at,FXR1
1561915_at,---
210561_s_at,WSB1
201705_at,PSMD7
226277_at,COL4A3BP
212034_s_at,EXOC7
213494_s_at,YY1
225083_at,GTF3C6
203738_at,C5orf22
203957_at,E2F6
214499_s_at,BCLAF1
1558233_s_at,ATF1
201016_at,EIF1AX_///_LOC101060318
221021_s_at,CTNNBL1
208290_s_at,EIF5
218106_s_at,MRPS10
235346_at,FUNDC1
221735_at,WDR48
201935_s_at,EIF4G3
207499_x_at,UNC45A
204809_at,CLPX
212361_s_at,ATP2A2
217800_s_at,NDFIP1
229586_at,CHD9
224410_s_at,LMBR1
203944_x_at,BTN2A1
218799_at,GPN2
1556464_a_at,C2orf72
224880_at,RALA
217970_s_at,CNOT6
214733_s_at,YIPF1
224562_at,WASF2
228944_at,OTTHUMG00000170608_///_RP4-773N10.4
203978_at,NUBP1
220248_x_at,NSFL1C
208857_s_at,PCMT1
201047_x_at,RAB6A
211769_x_at,SERINC3
208840_s_at,G3BP2
225068_at,KLHL12
227245_at,NAA25
226193_x_at,CBWD1_///_CBWD3_///_CBWD5_///_CBWD6_///_CBWD7_///_LOC100653334_///_LOC101060578
227170_at,LOC101060138
209452_s_at,VTI1B
215032_at,RREB1
216267_s_at,TMEM115
215984_s_at,ARFRP1
214201_x_at,PRRC2A
1558426_x_at,ORAI2
207657_x_at,TNPO1
209786_at,HMGN4
200707_at,PRKCSH
203272_s_at,TUSC2
218041_x_at,SLC38A2
221355_at,CHRNG
202680_at,GTF2E2
201542_at,SAR1A
201915_at,SEC63
223954_x_at,NECAB3
1569396_at,RAB40C
201918_at,SLC25A36
200846_s_at,PPP1CA
201637_s_at,FXR1
1559467_at,OTTHUMG00000176726_///_RP11-81A1.6
224640_at,SPPL3
225243_s_at,SLMAP
212243_at,GCOM1_///_POLR2M
243710_at,LOC100506175
211090_s_at,PRPF4B
222437_s_at,CHMP3_///_RNF103-CHMP3
239603_x_at,---
203871_at,SENP3
209028_s_at,ABI1
218464_s_at,FAM222B
234972_at,ARL16
227540_at,EEFSEC
218558_s_at,MRPL39
1555272_at,RSPH10B_///_RSPH10B2
218612_s_at,TSSC4
203189_s_at,MIR4691_///_NDUFS8
221046_s_at,GTPBP8
204207_s_at,RNGTT
212114_at,ATXN7L3B
221069_s_at,TACO1
209393_s_at,EIF4E2
225376_at,GID8
218401_s_at,ZNF281
225550_at,CNST
212582_at,OSBPL8
221821_s_at,KANSL2
228196_s_at,---
226447_at,ASH1L
226449_at,CEP120
221803_s_at,NRBF2
201237_at,CAPZA2
204245_s_at,RPP14
225264_at,RARS2
202266_at,TDP2
1553718_at,ZNF548
212160_at,XPOT
203899_s_at,CRCP
218946_at,NFU1
224608_s_at,VPS25
224737_x_at,CCAR1
243228_at,GTF3C4
208420_x_at,SUPT6H
213025_at,THUMPD1
201816_s_at,GBAS
215063_x_at,LRRC40
243442_x_at,---
1316_at,THRA
212199_at,MRFAP1L1
212351_at,EIF2B5
226399_at,DNAJB14
201350_at,FLOT2
226276_at,TMEM167A
218556_at,ORMDL2
212601_at,ZZEF1
218059_at,ZNF706
215696_s_at,SEC16A
226910_at,COMMD2
201770_at,SNRPA
201446_s_at,TIA1
204788_s_at,PPOX
203039_s_at,NDUFS1
217527_s_at,NFATC2IP
216609_at,TXN
211716_x_at,ARHGDIA
216008_s_at,ARIH2
211501_s_at,EIF3B
1554312_at,RNF170
224682_at,ANKIB1
201576_s_at,GLB1
218366_x_at,METTL17
242515_x_at,AKIP1
214258_x_at,KAT5
218787_x_at,CWF19L1
207699_at,ZFHX2
225903_at,PIGU
201101_s_at,BCLAF1
211763_s_at,UBE2B
224415_s_at,HINT2
210275_s_at,ZFAND5
203437_at,TMEM11
203714_s_at,TBCE
207515_s_at,POLR1C
214943_s_at,ARID4B_///_RBM34
223133_at,TMEM14B
202750_s_at,TFIP11
204634_at,NEK4
225691_at,CDK12
207688_s_at,---
203412_at,LZTR1
228373_at,C16orf72
212898_at,TTI1
201545_s_at,BCL2L2-PABPN1_///_PABPN1
214707_x_at,ALMS1
218387_s_at,PGLS
213376_at,ZBTB1
201877_s_at,PPP2R5C
225858_s_at,XIAP
213440_at,RAB1A
214273_x_at,NPRL3
207616_s_at,TANK
203834_s_at,TGOLN2
217716_s_at,SEC61A1
214513_s_at,CREB1
236388_at,STRN
219162_s_at,MRPL11
1558097_at,PRR14L
201209_at,HDAC1
200987_x_at,PSME3
32723_at,CSTF1
202394_s_at,ABCF3
211779_x_at,AP2A2
227880_s_at,TMEM185A
229410_at,SLC35E1
221073_s_at,NOD1
212893_at,ZZZ3
202271_at,FBXO28
213875_x_at,C6orf62
1556056_at,SIK2
1560445_x_at,ARHGEF1
216051_x_at,---
227257_s_at,CACUL1
203135_at,TBP
233208_x_at,CPSF2
230023_at,NSUN4
226704_at,UBE2J2
226527_at,RPRD2
1557666_s_at,AK8
201618_x_at,GPAA1
223370_at,PLEKHA3
203190_at,MIR4691_///_NDUFS8
225748_at,LTV1
235440_at,SPTY2D1
212439_at,IP6K1
200653_s_at,CALM1_///_CALM2_///_CALM3
221597_s_at,TMEM208
1553181_at,DDX31
217619_x_at,---
218391_at,SNF8
221918_at,CDK17
204178_s_at,LOC101059993_///_RBM14
244814_at,UGGT1
223439_at,NKAP
218329_at,PRDM4
217910_x_at,MLX
223203_at,FAM156A_///_FAM156B
200710_at,ACADVL
209103_s_at,UFD1L
223988_x_at,METTL17
218004_at,BSDC1
1554577_a_at,PSMD10
221192_x_at,MFSD11
200948_at,MLF2
233625_x_at,CPSF3L
208956_x_at,DUT
225454_at,CCDC124
226784_at,TWISTNB
210371_s_at,RBBP4
228348_at,LINS
211295_x_at,CYP2A6
221896_s_at,HIGD1A
201738_at,EIF1B
211865_s_at,FZR1
208919_s_at,NADK
227837_at,---
218431_at,VIPAS39
227590_at,CDPF1
202097_at,NUP153
211938_at,EIF4B
219220_x_at,MRPS22
218761_at,RNF111
217579_x_at,---
203664_s_at,POLR2D
224875_at,C5orf24
230407_at,SBNO1
228283_at,CMC1
201821_s_at,TIMM17A
233657_at,OPN5
214526_x_at,PMS2P1
208631_s_at,HADHA
203943_at,KIF3B
222694_at,MGC2752
212908_at,DNAJC16
241374_at,TMEM39A
201680_x_at,SRRT
225204_at,PPTC7
224711_at,YY1
204403_x_at,FAM115A_///_LOC100294033
212198_s_at,TM9SF4
203622_s_at,PNO1
225106_s_at,OGFOD1
208830_s_at,SUPT6H
206468_s_at,METTL13
203898_at,CRCP
212193_s_at,LARP1
202348_s_at,TOR1A
212633_at,UFL1
224891_at,FOXO3
200664_s_at,DNAJB1
217754_at,DDX56
202031_s_at,WIPI2
227825_at,NAIF1
220371_s_at,SLC12A9
219515_at,PRDM10
209766_at,PRDX3
209814_at,ZNF330
226502_at,ELMOD2
218056_at,BFAR
201405_s_at,COPS6
210975_x_at,FASTK
233779_x_at,---
218916_at,ZNF768
209929_s_at,IKBKG
202487_s_at,H2AFV
1554433_a_at,ZNF146
218316_at,TIMM9
225428_s_at,DDX54
219267_at,GLTP
212596_s_at,HMGXB4
223146_at,SFT2D3_///_WDR33
218533_s_at,UCKL1
223070_at,SELK
227981_at,CYB561D1
1555411_a_at,CCNL1
241467_at,---
225678_at,POLR3H
223650_s_at,NRBF2
201553_s_at,LAMP1
244103_at,SDE2
201518_at,CBX1
225127_at,TMEM181
201375_s_at,PPP2CB
201078_at,TM9SF2
219108_x_at,DDX27_///_SS18
222609_s_at,EXOSC1
43934_at,GPR137
45687_at,PRR14
219362_at,NAA35
228612_at,RAB30-AS1
201175_at,TMX2
214959_s_at,API5
232432_s_at,SLC30A5
201931_at,ETFA
213153_at,SETD1B
211575_s_at,UBE3A
209226_s_at,TNPO1
215608_at,OTTHUMG00000176437_///_RP11-229O3.1
47105_at,DUS2L
209724_s_at,ZBTB14
214869_x_at,GAPVD1
202829_s_at,VAMP7
226686_at,CISD2
218896_s_at,C17orf85
210317_s_at,YWHAE
201198_s_at,PSMD1
201051_at,ANP32A
202433_at,SLC35B1
216338_s_at,YIPF3
212501_at,CEBPB
223637_s_at,FAM160A2
233307_x_at,LOC100505828_///_MGST3
231212_x_at,---
218271_s_at,PARL
1565651_at,---
223420_at,DNAJC14
217722_s_at,NGRN
215691_x_at,HSPB11
219397_at,COQ10B
225201_s_at,MRPL14
211752_s_at,NDUFS7
212267_at,WAPAL
235812_at,CNEP1R1
209229_s_at,PPP6R1
217106_x_at,DIMT1
203648_at,TATDN2
214525_x_at,MLH3
212065_s_at,USP34
214113_s_at,LOC101060541_///_RBM8A
243852_at,LUC7L2
208882_s_at,UBR5
203206_at,FAM53B
213654_at,TAF5L
34031_at,KRIT1
218256_s_at,NUP54
225174_at,DNAJC10
201517_at,NCBP2
216308_x_at,GRHPR
219124_at,TTI2
1554052_at,CNOT1
223016_x_at,ZRANB2
218201_at,NDUFB2
216713_at,KRIT1
217804_s_at,ILF3
221853_s_at,LOC101060373_///_NOMO1_///_NOMO2_///_NOMO3
202466_at,PAPD7
234735_s_at,USP21
218680_x_at,HYPK
209831_x_at,DNASE2
226861_at,ASB8
225643_at,MAPK1IP1L
40640_at,NCAPH2
203284_s_at,HS2ST1
228552_s_at,ISYNA1
1566602_at,RPUSD3
222849_s_at,SCRN3
201376_s_at,HNRNPF
212215_at,PREPL
202530_at,MAPK14
225216_at,FAM199X
224132_at,OTTHUMG00000179384_///_RP11-45M22.5
201845_s_at,RYBP
223156_at,MRPS23
232455_x_at,LOC340085
225859_at,XIAP
1554376_s_at,PTPLA
217810_x_at,LARS
1555789_s_at,PHF23
224971_at,C2orf15_///_MRPL30
203204_s_at,KDM4A
225620_at,RAB35
225838_at,EPC2
202576_s_at,DDX19A_///_DDX19B
201229_s_at,ARIH2
222263_at,SLC35E1
225761_at,PAPD4
204258_at,CHD1
227712_at,LYRM2
226544_x_at,BLOC1S5_///_EEF1E1-MUTED
208714_at,NDUFV1
218754_at,NOL9
202415_s_at,HSPBP1
210111_s_at,KLHDC10
241602_at,ZNF582
218290_at,PLEKHJ1
209331_s_at,MAX
208722_s_at,ANAPC5
1568954_s_at,C16orf72
218071_s_at,MKRN2
200611_s_at,WDR1
224376_s_at,C20orf24_///_TGIF2-C20orf24
1559954_s_at,DDX42
208074_s_at,AP2S1
224669_at,SYS1
225403_at,RPP25L
211672_s_at,ARPC4
218767_at,REXO4
217286_s_at,NDRG3
212116_at,TRIM27
203327_at,IDE
203109_at,UBE2M
202171_at,VEZF1
213191_at,TICAM1
202060_at,CTR9
222580_at,LOC100996620_///_ZNF644
233168_s_at,SELO
210418_s_at,IDH3B
225982_at,UBTF
211976_at,---
222989_s_at,UBQLN1
203893_at,TAF9
222064_s_at,AARSD1_///_PTGES3L_///_PTGES3L-AARSD1
1555864_s_at,PDHA1
212214_at,OPA1
218037_at,FAM134A
201861_s_at,LRRFIP1
206989_s_at,SCAF11
213323_s_at,ZC3H7B
224513_s_at,UBQLN4
212100_s_at,POLDIP3
218572_at,CHMP4A
243760_at,MIPEPP3
201684_s_at,TOX4
203198_at,CDK9
201577_at,NME1
223369_at,NTMT1
202323_s_at,ACBD3
217972_at,CHCHD3
211364_at,MTAP
225676_s_at,DCAF13
212106_at,FAF2
222099_s_at,LSM14A
216652_s_at,DR1
218146_at,GLT8D1
224958_at,NUFIP2
1557158_s_at,KMT2C
208973_at,ERI3
201740_at,NDUFS3
202568_s_at,MARK3
219565_at,CYP20A1
211630_s_at,GSS
203392_s_at,CTBP1
200733_s_at,PTP4A1
202138_x_at,AIMP2
217932_at,MRPS7
212871_at,MAPKAPK5
213064_at,ZC3H14
219997_s_at,COPS7B
209579_s_at,MBD4
212553_at,RPRD2
222690_s_at,TMEM39A
214843_s_at,USP33
213813_x_at,---
1554105_at,TMEM185A
201133_s_at,PJA2
225416_at,RLIM
221836_s_at,TRAPPC9
1554078_s_at,DNAJA3
64440_at,IL17RC
203007_x_at,LYPLA1
215182_x_at,---
228332_s_at,C11orf31
227150_at,MTF1
201729_s_at,KIAA0100
225480_at,C1orf122
212405_s_at,METTL13
221428_s_at,TBL1XR1
1554517_x_at,LINC00537
204181_s_at,ZBTB43
208094_s_at,CCDC130
226648_at,HIF1AN
216640_s_at,PDIA6
208715_at,TMCO1
208185_x_at,---
200681_at,GLO1
209389_x_at,DBI
223175_s_at,FEM1A
201296_s_at,WSB1
206846_s_at,HDAC6
